字母開頭,字彙,詞類,中文,級數
v,vision,noun,視力、眼光、憧憬,中級
v,visual,adj.,視覺的,中級
v,vital,adj.,必不可少的、生氣勃勃的,中級
v,vitamin,noun,維他命,中級
v,vivid,adj.,鮮明的、有生氣的,中級
v,volcano,noun,火山,中級
v,voluntary,adj.,志願的、自願的,中級
v,volunteer,noun/verb,義工；自願,中級
v,vowel,noun,母音,中級
v,voyage,noun/verb,航行,中級
w,wage,noun,工資,中級
w,wage,verb,發動、進行,中級
w,wagon,noun,(運貨)馬車,中級
w,waken,verb,醒來、喚醒,中級
w,waltz,noun/verb,華爾茲舞；跳華爾茲舞,中級
w,wander,verb/noun,遊蕩、閒逛,中級
w,ward,noun/verb,病房；避免,中級
w,warfare,noun,戰爭,中級
w,warmth,noun,溫暖、熱情,中級
w,warn,verb,警告、提醒注意,中級
w,warning,adj.,警告的、警戒的,中級
w,warship,noun,軍艦,中級
w,washing,noun,洗(或待洗)的衣物,中級
w,watchman,noun,巡夜者、夜間警衛,中級
w,waterproof,adj./noun/verb,防水的；防水材料；使防水,中級
w,wax,noun/verb,蠟；上蠟,中級
w,way,adv.,(加強語氣)太,中級
w,weaken,verb,(使)虛弱、削弱,中級
w,wealth,noun,財富、富有、大量,中級
w,wealthy,adj.,富有的,中級
w,weave,verb/noun,編織、交織；編法、織法,中級
w,web,noun,網、蜘蛛網、網路,中級
w,website,noun,網站,中級
w,weed,noun/verb,雜草；除草,中級
w,weep,verb/noun,哭泣、流淚,中級
w,weigh,verb,重、秤重、權衡,中級
w,welfare,noun/adj.,幸福、福利；福利的,中級
w,well,noun,井,中級
w,well-known,adj.,有名的,中級
w,westerner,noun,西方人、西部人,中級
w,wheat,noun,小麥,中級
w,whenever,adv./conj.,任何時候、每次；究竟什麼時候,中級
w,wherever,adv./conj.,任何地方、各處；究竟在哪裡,中級
w,whichever,determiner/pron.,無論哪個、任何一個,中級
w,whip,noun/verb,鞭子；鞭打、攪打(蛋、奶油),中級
w,whisper,verb/noun,低語、竊竊私語,中級
w,whistle,verb/noun,吹哨子；哨子、哨聲,中級
w,whoever,pron./conj.,誰、任何人=whomever,中級
w,wicked,adj.,邪惡的、淘氣的,中級
w,widespread,adj.,普遍的、廣泛的,中級
w,wilderness,noun,荒野,中級
w,wildlife,noun,野生動物,中級
w,wildly,adv.,瘋狂地、失控地,中級
w,will,noun,意志、心願、遺囑,中級
w,willow,noun,柳(樹),中級
w,wink,verb/noun,眨眼(示意)、閃爍,中級
w,wipe,verb/noun,擦拭、抹掉；(濕)抹布、(濕)紙巾,中級
w,wire,noun/verb,金屬絲、電線；用金屬絲綑紮,中級
w,wisdom,noun,智慧、明智,中級
w,wit,noun,機智風趣(的人),中級
w,witch,noun,女巫,中級
w,withdraw,verb,提領(錢)、撤回,中級
w,witness,noun/verb,目擊者、證人；目擊、見證,中級
w,wizard,noun,男巫,中級
w,wool,noun,毛(絨),中級
w,working,adj./noun,工作的、暫定的；運作,中級
w,workout,noun,(身體)鍛鍊、訓練,中級
w,workshop,noun,專題討論會、工作坊,中級
w,worldwide,adv./adj.,在世界各地；世界各地的,中級
w,worm,noun/verb,蠕蟲、寄生蟲；擠過、鑽過,中級
w,worn,adj.,用舊的、磨壞的、精疲力盡的,中級
w,worthless,adj.,無用的、無價值的,中級
w,worthwhile,adj.,值得(花費時間或金錢)的,中級
w,worthy,adj./noun,有價值的、值得的,中級
w,wow,interj./verb,哇；使驚嘆,中級
w,wrap,verb/noun,包、裹；披肩、包裝材料,中級
w,wrapping,noun,包裝材料,中級
w,wreck,verb/noun,使(船)失事、毀壞；船難、殘骸,中級
w,wrinkle,noun/verb,皺紋、皺褶；皺起、起皺褶,中級
w,writing,noun,寫、寫作、筆跡、作品,中級
w,written,adj.,書面的,中級
X,X-ray,noun/verb,X光(片)；照X光,中級
y,yam,noun,番薯、山藥=sweetpotato(AmericanEnglish),中級
y,yawn,verb/noun,打哈欠；哈欠,中級
y,yell,verb/noun,喊叫,中級
y,yogurt,noun,優格=yoghurt,中級
y,yolk,noun,蛋黃,中級
y,youngster,noun,年輕人、小孩,中級
y,youthful,adj.,青年的、年輕的,中級
z,zipper,noun,拉鍊,中級
z,zone,noun/verb,地區、區域；分區,中級
